phase,timestamp_iso,epoch_ms,orderId,intendedPrice,stopLoss,execPrice,theoretical_lots,theoretical_units,requestedVolume,filledSize,slippage,brokerMsg,client_order_id,side,action,type,status,reason,latency_ms,price_requested,price_filled,size_requested,size_filled,session,host,order_id,timestamp_request,timestamp_ack,timestamp_fill
FILL,2025-10-09T12:31:23.5389682Z,1760013083538,ORD-6570,165.7,165.64999999999998,165.70049999999998,,,1,1,0.0004999999999881766,filled,ORD-6570,Buy,BUY,Market,FILL,filled,11,165.7,165.70049999999998,1,1,HARNESS,DESKTOP-584MV4B,ORD-6570,2025-10-09T12:31:23.5278624Z,2025-10-09T12:31:23.5371186Z,2025-10-09T12:31:23.5389682Z
REQUEST,2025-10-09T12:31:23.7677045Z,1760013083767,ORD-6585,165.85,,,,,1,,,,ORD-6585,Sell,SELL,Market,REQUEST,,,165.85,,1,,HARNESS,DESKTOP-584MV4B,ORD-6585,2025-10-09T12:31:23.7677045Z,,
ACK,2025-10-09T12:31:23.7756123Z,1760013083775,ORD-6585,165.85,,,,,1,,,,ORD-6585,Sell,SELL,Market,ACK,,8,165.85,,1,,HARNESS,DESKTOP-584MV4B,ORD-6585,2025-10-09T12:31:23.7677045Z,2025-10-09T12:31:23.7756123Z,
FILL,2025-10-09T12:31:23.7774909Z,1760013083777,ORD-6585,165.85,,165.8495,,,1,1,-0.0004999999999881766,filled,ORD-6585,Sell,SELL,Market,FILL,filled,10,165.85,165.8495,1,1,HARNESS,DESKTOP-584MV4B,ORD-6585,2025-10-09T12:31:23.7677045Z,2025-10-09T12:31:23.7756123Z,2025-10-09T12:31:23.7774909Z
REQUEST,2025-10-09T12:31:24.0174594Z,1760013084017,ORD-6600,166,165.95,,,,1,,,,ORD-6600,Buy,BUY,Market,REQUEST,,,166,,1,,HARNESS,DESKTOP-584MV4B,ORD-6600,2025-10-09T12:31:24.0174594Z,,
ACK,2025-10-09T12:31:24.0291439Z,1760013084029,ORD-6600,166,165.95,,,,1,,,,ORD-6600,Buy,BUY,Market,ACK,,12,166,,1,,HARNESS,DESKTOP-584MV4B,ORD-6600,2025-10-09T12:31:24.0174594Z,2025-10-09T12:31:24.0291439Z,
FILL,2025-10-09T12:31:24.0310129Z,1760013084031,ORD-6600,166,165.95,166.0005,,,1,1,0.0004999999999881766,filled,ORD-6600,Buy,BUY,Market,FILL,filled,14,166,166.0005,1,1,HARNESS,DESKTOP-584MV4B,ORD-6600,2025-10-09T12:31:24.0174594Z,2025-10-09T12:31:24.0291439Z,2025-10-09T12:31:24.0310129Z
REQUEST,2025-10-09T12:31:24.2349477Z,1760013084234,ORD-6615,166.15,,,,,1,,,,ORD-6615,Sell,SELL,Market,REQUEST,,,166.15,,1,,HARNESS,DESKTOP-584MV4B,ORD-6615,2025-10-09T12:31:24.2349477Z,,
ACK,2025-10-09T12:31:24.2432441Z,1760013084243,ORD-6615,166.15,,,,,1,,,,ORD-6615,Sell,SELL,Market,ACK,,9,166.15,,1,,HARNESS,DESKTOP-584MV4B,ORD-6615,2025-10-09T12:31:24.2349477Z,2025-10-09T12:31:24.2432441Z,
FILL,2025-10-09T12:31:24.2448305Z,1760013084244,ORD-6615,166.15,,166.14950000000002,,,1,1,-0.0004999999999881766,filled,ORD-6615,Sell,SELL,Market,FILL,filled,10,166.15,166.14950000000002,1,1,HARNESS,DESKTOP-584MV4B,ORD-6615,2025-10-09T12:31:24.2349477Z,2025-10-09T12:31:24.2432441Z,2025-10-09T12:31:24.2448305Z
REQUEST,2025-10-09T12:31:24.4762997Z,1760013084476,ORD-6630,166.3,166.25,,,,1,,,,ORD-6630,Buy,BUY,Market,REQUEST,,,166.3,,1,,HARNESS,DESKTOP-584MV4B,ORD-6630,2025-10-09T12:31:24.4762997Z,,
ACK,2025-10-09T12:31:24.4783574Z,1760013084478,ORD-6630,166.3,166.25,,,,1,,,,ORD-6630,Buy,BUY,Market,ACK,,2,166.3,,1,,HARNESS,DESKTOP-584MV4B,ORD-6630,2025-10-09T12:31:24.4762997Z,2025-10-09T12:31:24.4783574Z,
FILL,2025-10-09T12:31:24.4799969Z,1760013084479,ORD-6630,166.3,166.25,166.3005,,,1,1,0.0004999999999881766,filled,ORD-6630,Buy,BUY,Market,FILL,filled,3,166.3,166.3005,1,1,HARNESS,DESKTOP-584MV4B,ORD-6630,2025-10-09T12:31:24.4762997Z,2025-10-09T12:31:24.4783574Z,2025-10-09T12:31:24.4799969Z
REQUEST,2025-10-09T12:31:24.7097259Z,1760013084709,ORD-6645,166.45,,,,,1,,,,ORD-6645,Sell,SELL,Market,REQUEST,,,166.45,,1,,HARNESS,DESKTOP-584MV4B,ORD-6645,2025-10-09T12:31:24.7097259Z,,
ACK,2025-10-09T12:31:24.7173799Z,1760013084717,ORD-6645,166.45,,,,,1,,,,ORD-6645,Sell,SELL,Market,ACK,,8,166.45,,1,,HARNESS,DESKTOP-584MV4B,ORD-6645,2025-10-09T12:31:24.7097259Z,2025-10-09T12:31:24.7173799Z,
FILL,2025-10-09T12:31:24.7188778Z,1760013084718,ORD-6645,166.45,,166.4495,,,1,1,-0.0004999999999881766,filled,ORD-6645,Sell,SELL,Market,FILL,filled,9,166.45,166.4495,1,1,HARNESS,DESKTOP-584MV4B,ORD-6645,2025-10-09T12:31:24.7097259Z,2025-10-09T12:31:24.7173799Z,2025-10-09T12:31:24.7188778Z
REQUEST,2025-10-09T12:31:24.9740654Z,1760013084974,ORD-6660,166.6,166.54999999999998,,,,1,,,,ORD-6660,Buy,BUY,Market,REQUEST,,,166.6,,1,,HARNESS,DESKTOP-584MV4B,ORD-6660,2025-10-09T12:31:24.9740654Z,,
ACK,2025-10-09T12:31:24.9884839Z,1760013084988,ORD-6660,166.6,166.54999999999998,,,,1,,,,ORD-6660,Buy,BUY,Market,ACK,,14,166.6,,1,,HARNESS,DESKTOP-584MV4B,ORD-6660,2025-10-09T12:31:24.9740654Z,2025-10-09T12:31:24.9884839Z,
FILL,2025-10-09T12:31:24.9904971Z,1760013084990,ORD-6660,166.6,166.54999999999998,166.60049999999998,,,1,1,0.0004999999999881766,filled,ORD-6660,Buy,BUY,Market,FILL,filled,16,166.6,166.60049999999998,1,1,HARNESS,DESKTOP-584MV4B,ORD-6660,2025-10-09T12:31:24.9740654Z,2025-10-09T12:31:24.9884839Z,2025-10-09T12:31:24.9904971Z
REQUEST,2025-10-09T12:31:25.2235731Z,1760013085223,ORD-6675,166.75,,,,,1,,,,ORD-6675,Sell,SELL,Market,REQUEST,,,166.75,,1,,HARNESS,DESKTOP-584MV4B,ORD-6675,2025-10-09T12:31:25.2235731Z,,
ACK,2025-10-09T12:31:25.2350604Z,1760013085235,ORD-6675,166.75,,,,,1,,,,ORD-6675,Sell,SELL,Market,ACK,,12,166.75,,1,,HARNESS,DESKTOP-584MV4B,ORD-6675,2025-10-09T12:31:25.2235731Z,2025-10-09T12:31:25.2350604Z,
FILL,2025-10-09T12:31:25.2366712Z,1760013085236,ORD-6675,166.75,,166.7495,,,1,1,-0.0004999999999881766,filled,ORD-6675,Sell,SELL,Market,FILL,filled,13,166.75,166.7495,1,1,HARNESS,DESKTOP-584MV4B,ORD-6675,2025-10-09T12:31:25.2235731Z,2025-10-09T12:31:25.2350604Z,2025-10-09T12:31:25.2366712Z
REQUEST,2025-10-09T12:31:25.4699930Z,1760013085469,ORD-6690,166.9,166.85,,,,1,,,,ORD-6690,Buy,BUY,Market,REQUEST,,,166.9,,1,,HARNESS,DESKTOP-584MV4B,ORD-6690,2025-10-09T12:31:25.4699930Z,,
ACK,2025-10-09T12:31:25.4718960Z,1760013085471,ORD-6690,166.9,166.85,,,,1,,,,ORD-6690,Buy,BUY,Market,ACK,,2,166.9,,1,,HARNESS,DESKTOP-584MV4B,ORD-6690,2025-10-09T12:31:25.4699930Z,2025-10-09T12:31:25.4718960Z,
FILL,2025-10-09T12:31:25.4736362Z,1760013085473,ORD-6690,166.9,166.85,166.9005,,,1,1,0.0004999999999881766,filled,ORD-6690,Buy,BUY,Market,FILL,filled,4,166.9,166.9005,1,1,HARNESS,DESKTOP-584MV4B,ORD-6690,2025-10-09T12:31:25.4699930Z,2025-10-09T12:31:25.4718960Z,2025-10-09T12:31:25.4736362Z
REQUEST,2025-10-09T12:31:25.6957894Z,1760013085695,ORD-6705,167.05,,,,,1,,,,ORD-6705,Sell,SELL,Market,REQUEST,,,167.05,,1,,HARNESS,DESKTOP-584MV4B,ORD-6705,2025-10-09T12:31:25.6957894Z,,
ACK,2025-10-09T12:31:25.7072015Z,1760013085707,ORD-6705,167.05,,,,,1,,,,ORD-6705,Sell,SELL,Market,ACK,,12,167.05,,1,,HARNESS,DESKTOP-584MV4B,ORD-6705,2025-10-09T12:31:25.6957894Z,2025-10-09T12:31:25.7072015Z,
FILL,2025-10-09T12:31:25.7086424Z,1760013085708,ORD-6705,167.05,,167.04950000000002,,,1,1,-0.0004999999999881766,filled,ORD-6705,Sell,SELL,Market,FILL,filled,13,167.05,167.04950000000002,1,1,HARNESS,DESKTOP-584MV4B,ORD-6705,2025-10-09T12:31:25.6957894Z,2025-10-09T12:31:25.7072015Z,2025-10-09T12:31:25.7086424Z
REQUEST,2025-10-09T12:31:25.9369040Z,1760013085936,ORD-6720,167.2,167.14999999999998,,,,1,,,,ORD-6720,Buy,BUY,Market,REQUEST,,,167.2,,1,,HARNESS,DESKTOP-584MV4B,ORD-6720,2025-10-09T12:31:25.9369040Z,,
ACK,2025-10-09T12:31:25.9490233Z,1760013085949,ORD-6720,167.2,167.14999999999998,,,,1,,,,ORD-6720,Buy,BUY,Market,ACK,,13,167.2,,1,,HARNESS,DESKTOP-584MV4B,ORD-6720,2025-10-09T12:31:25.9369040Z,2025-10-09T12:31:25.9490233Z,
FILL,2025-10-09T12:31:25.9507045Z,1760013085950,ORD-6720,167.2,167.14999999999998,167.20049999999998,,,1,1,0.0004999999999881766,filled,ORD-6720,Buy,BUY,Market,FILL,filled,14,167.2,167.20049999999998,1,1,HARNESS,DESKTOP-584MV4B,ORD-6720,2025-10-09T12:31:25.9369040Z,2025-10-09T12:31:25.9490233Z,2025-10-09T12:31:25.9507045Z
REQUEST,2025-10-09T12:31:26.1870637Z,1760013086187,ORD-6735,167.35,,,,,1,,,,ORD-6735,Sell,SELL,Market,REQUEST,,,167.35,,1,,HARNESS,DESKTOP-584MV4B,ORD-6735,2025-10-09T12:31:26.1870637Z,,
ACK,2025-10-09T12:31:26.1949008Z,1760013086194,ORD-6735,167.35,,,,,1,,,,ORD-6735,Sell,SELL,Market,ACK,,7,167.35,,1,,HARNESS,DESKTOP-584MV4B,ORD-6735,2025-10-09T12:31:26.1870637Z,2025-10-09T12:31:26.1949008Z,
FILL,2025-10-09T12:31:26.1964970Z,1760013086196,ORD-6735,167.35,,167.3495,,,1,1,-0.0004999999999881766,filled,ORD-6735,Sell,SELL,Market,FILL,filled,9,167.35,167.3495,1,1,HARNESS,DESKTOP-584MV4B,ORD-6735,2025-10-09T12:31:26.1870637Z,2025-10-09T12:31:26.1949008Z,2025-10-09T12:31:26.1964970Z
REQUEST,2025-10-09T12:31:26.4443929Z,1760013086444,ORD-6750,167.5,167.45,,,,1,,,,ORD-6750,Buy,BUY,Market,REQUEST,,,167.5,,1,,HARNESS,DESKTOP-584MV4B,ORD-6750,2025-10-09T12:31:26.4443929Z,,
ACK,2025-10-09T12:31:26.4465490Z,1760013086446,ORD-6750,167.5,167.45,,,,1,,,,ORD-6750,Buy,BUY,Market,ACK,,2,167.5,,1,,HARNESS,DESKTOP-584MV4B,ORD-6750,2025-10-09T12:31:26.4443929Z,2025-10-09T12:31:26.4465490Z,
FILL,2025-10-09T12:31:26.4483308Z,1760013086448,ORD-6750,167.5,167.45,167.5005,,,1,1,0.0004999999999881766,filled,ORD-6750,Buy,BUY,Market,FILL,filled,4,167.5,167.5005,1,1,HARNESS,DESKTOP-584MV4B,ORD-6750,2025-10-09T12:31:26.4443929Z,2025-10-09T12:31:26.4465490Z,2025-10-09T12:31:26.4483308Z
REQUEST,2025-10-09T12:31:26.6717974Z,1760013086671,ORD-6765,167.65,,,,,1,,,,ORD-6765,Sell,SELL,Market,REQUEST,,,167.65,,1,,HARNESS,DESKTOP-584MV4B,ORD-6765,2025-10-09T12:31:26.6717974Z,,
ACK,2025-10-09T12:31:26.6796154Z,1760013086679,ORD-6765,167.65,,,,,1,,,,ORD-6765,Sell,SELL,Market,ACK,,8,167.65,,1,,HARNESS,DESKTOP-584MV4B,ORD-6765,2025-10-09T12:31:26.6717974Z,2025-10-09T12:31:26.6796154Z,
FILL,2025-10-09T12:31:26.6812074Z,1760013086681,ORD-6765,167.65,,167.64950000000002,,,1,1,-0.0004999999999881766,filled,ORD-6765,Sell,SELL,Market,FILL,filled,10,167.65,167.64950000000002,1,1,HARNESS,DESKTOP-584MV4B,ORD-6765,2025-10-09T12:31:26.6717974Z,2025-10-09T12:31:26.6796154Z,2025-10-09T12:31:26.6812074Z
REQUEST,2025-10-09T12:31:26.9272738Z,1760013086927,ORD-6780,167.8,167.75,,,,1,,,,ORD-6780,Buy,BUY,Market,REQUEST,,,167.8,,1,,HARNESS,DESKTOP-584MV4B,ORD-6780,2025-10-09T12:31:26.9272738Z,,
ACK,2025-10-09T12:31:26.9358149Z,1760013086935,ORD-6780,167.8,167.75,,,,1,,,,ORD-6780,Buy,BUY,Market,ACK,,8,167.8,,1,,HARNESS,DESKTOP-584MV4B,ORD-6780,2025-10-09T12:31:26.9272738Z,2025-10-09T12:31:26.9358149Z,
FILL,2025-10-09T12:31:26.9373092Z,1760013086937,ORD-6780,167.8,167.75,167.8005,,,1,1,0.0004999999999881766,filled,ORD-6780,Buy,BUY,Market,FILL,filled,10,167.8,167.8005,1,1,HARNESS,DESKTOP-584MV4B,ORD-6780,2025-10-09T12:31:26.9272738Z,2025-10-09T12:31:26.9358149Z,2025-10-09T12:31:26.9373092Z
REQUEST,2025-10-09T12:31:27.1717317Z,1760013087171,ORD-6795,167.95,,,,,1,,,,ORD-6795,Sell,SELL,Market,REQUEST,,,167.95,,1,,HARNESS,DESKTOP-584MV4B,ORD-6795,2025-10-09T12:31:27.1717317Z,,
ACK,2025-10-09T12:31:27.1741779Z,1760013087174,ORD-6795,167.95,,,,,1,,,,ORD-6795,Sell,SELL,Market,ACK,,3,167.95,,1,,HARNESS,DESKTOP-584MV4B,ORD-6795,2025-10-09T12:31:27.1717317Z,2025-10-09T12:31:27.1741779Z,
FILL,2025-10-09T12:31:27.1762353Z,1760013087176,ORD-6795,167.95,,167.9495,,,1,1,-0.0004999999999881766,filled,ORD-6795,Sell,SELL,Market,FILL,filled,5,167.95,167.9495,1,1,HARNESS,DESKTOP-584MV4B,ORD-6795,2025-10-09T12:31:27.1717317Z,2025-10-09T12:31:27.1741779Z,2025-10-09T12:31:27.1762353Z
REQUEST,2025-10-09T12:31:27.4124194Z,1760013087412,ORD-6810,168.1,168.04999999999998,,,,1,,,,ORD-6810,Buy,BUY,Market,REQUEST,,,168.1,,1,,HARNESS,DESKTOP-584MV4B,ORD-6810,2025-10-09T12:31:27.4124194Z,,
ACK,2025-10-09T12:31:27.4212906Z,1760013087421,ORD-6810,168.1,168.04999999999998,,,,1,,,,ORD-6810,Buy,BUY,Market,ACK,,9,168.1,,1,,HARNESS,DESKTOP-584MV4B,ORD-6810,2025-10-09T12:31:27.4124194Z,2025-10-09T12:31:27.4212906Z,
FILL,2025-10-09T12:31:27.4233655Z,1760013087423,ORD-6810,168.1,168.04999999999998,168.10049999999998,,,1,1,0.0004999999999881766,filled,ORD-6810,Buy,BUY,Market,FILL,filled,11,168.1,168.10049999999998,1,1,HARNESS,DESKTOP-584MV4B,ORD-6810,2025-10-09T12:31:27.4124194Z,2025-10-09T12:31:27.4212906Z,2025-10-09T12:31:27.4233655Z
REQUEST,2025-10-09T12:31:27.6708238Z,1760013087670,ORD-6825,168.25,,,,,1,,,,ORD-6825,Sell,SELL,Market,REQUEST,,,168.25,,1,,HARNESS,DESKTOP-584MV4B,ORD-6825,2025-10-09T12:31:27.6708238Z,,
ACK,2025-10-09T12:31:27.6796683Z,1760013087679,ORD-6825,168.25,,,,,1,,,,ORD-6825,Sell,SELL,Market,ACK,,9,168.25,,1,,HARNESS,DESKTOP-584MV4B,ORD-6825,2025-10-09T12:31:27.6708238Z,2025-10-09T12:31:27.6796683Z,
FILL,2025-10-09T12:31:27.6814071Z,1760013087681,ORD-6825,168.25,,168.2495,,,1,1,-0.0004999999999881766,filled,ORD-6825,Sell,SELL,Market,FILL,filled,11,168.25,168.2495,1,1,HARNESS,DESKTOP-584MV4B,ORD-6825,2025-10-09T12:31:27.6708238Z,2025-10-09T12:31:27.6796683Z,2025-10-09T12:31:27.6814071Z
REQUEST,2025-10-09T12:31:27.9275152Z,1760013087927,ORD-6840,168.4,168.35,,,,1,,,,ORD-6840,Buy,BUY,Market,REQUEST,,,168.4,,1,,HARNESS,DESKTOP-584MV4B,ORD-6840,2025-10-09T12:31:27.9275152Z,,
ACK,2025-10-09T12:31:27.9358645Z,1760013087935,ORD-6840,168.4,168.35,,,,1,,,,ORD-6840,Buy,BUY,Market,ACK,,8,168.4,,1,,HARNESS,DESKTOP-584MV4B,ORD-6840,2025-10-09T12:31:27.9275152Z,2025-10-09T12:31:27.9358645Z,
FILL,2025-10-09T12:31:27.9375584Z,1760013087937,ORD-6840,168.4,168.35,168.4005,,,1,1,0.0004999999999881766,filled,ORD-6840,Buy,BUY,Market,FILL,filled,10,168.4,168.4005,1,1,HARNESS,DESKTOP-584MV4B,ORD-6840,2025-10-09T12:31:27.9275152Z,2025-10-09T12:31:27.9358645Z,2025-10-09T12:31:27.9375584Z
REQUEST,2025-10-09T12:31:28.1905033Z,1760013088190,ORD-6855,168.55,,,,,1,,,,ORD-6855,Sell,SELL,Market,REQUEST,,,168.55,,1,,HARNESS,DESKTOP-584MV4B,ORD-6855,2025-10-09T12:31:28.1905033Z,,
ACK,2025-10-09T12:31:28.1991584Z,1760013088199,ORD-6855,168.55,,,,,1,,,,ORD-6855,Sell,SELL,Market,ACK,,9,168.55,,1,,HARNESS,DESKTOP-584MV4B,ORD-6855,2025-10-09T12:31:28.1905033Z,2025-10-09T12:31:28.1991584Z,
FILL,2025-10-09T12:31:28.2003632Z,1760013088200,ORD-6855,168.55,,168.54950000000002,,,1,1,-0.0004999999999881766,filled,ORD-6855,Sell,SELL,Market,FILL,filled,10,168.55,168.54950000000002,1,1,HARNESS,DESKTOP-584MV4B,ORD-6855,2025-10-09T12:31:28.1905033Z,2025-10-09T12:31:28.1991584Z,2025-10-09T12:31:28.2003632Z
REQUEST,2025-10-09T12:31:28.4356010Z,1760013088435,ORD-6870,168.7,168.64999999999998,,,,1,,,,ORD-6870,Buy,BUY,Market,REQUEST,,,168.7,,1,,HARNESS,DESKTOP-584MV4B,ORD-6870,2025-10-09T12:31:28.4356010Z,,
ACK,2025-10-09T12:31:28.4375651Z,1760013088437,ORD-6870,168.7,168.64999999999998,,,,1,,,,ORD-6870,Buy,BUY,Market,ACK,,2,168.7,,1,,HARNESS,DESKTOP-584MV4B,ORD-6870,2025-10-09T12:31:28.4356010Z,2025-10-09T12:31:28.4375651Z,
FILL,2025-10-09T12:31:28.4386282Z,1760013088438,ORD-6870,168.7,168.64999999999998,168.70049999999998,,,1,1,0.0004999999999881766,filled,ORD-6870,Buy,BUY,Market,FILL,filled,3,168.7,168.70049999999998,1,1,HARNESS,DESKTOP-584MV4B,ORD-6870,2025-10-09T12:31:28.4356010Z,2025-10-09T12:31:28.4375651Z,2025-10-09T12:31:28.4386282Z
REQUEST,2025-10-09T12:31:28.6671527Z,1760013088667,ORD-6885,168.85000000000002,,,,,1,,,,ORD-6885,Sell,SELL,Market,REQUEST,,,168.85000000000002,,1,,HARNESS,DESKTOP-584MV4B,ORD-6885,2025-10-09T12:31:28.6671527Z,,
ACK,2025-10-09T12:31:28.6744541Z,1760013088674,ORD-6885,168.85000000000002,,,,,1,,,,ORD-6885,Sell,SELL,Market,ACK,,7,168.85000000000002,,1,,HARNESS,DESKTOP-584MV4B,ORD-6885,2025-10-09T12:31:28.6671527Z,2025-10-09T12:31:28.6744541Z,
FILL,2025-10-09T12:31:28.6759441Z,1760013088675,ORD-6885,168.85000000000002,,168.84950000000003,,,1,1,-0.0004999999999881766,filled,ORD-6885,Sell,SELL,Market,FILL,filled,8,168.85000000000002,168.84950000000003,1,1,HARNESS,DESKTOP-584MV4B,ORD-6885,2025-10-09T12:31:28.6671527Z,2025-10-09T12:31:28.6744541Z,2025-10-09T12:31:28.6759441Z
REQUEST,2025-10-09T12:31:28.9054324Z,1760013088905,ORD-6900,169,168.95,,,,1,,,,ORD-6900,Buy,BUY,Market,REQUEST,,,169,,1,,HARNESS,DESKTOP-584MV4B,ORD-6900,2025-10-09T12:31:28.9054324Z,,
ACK,2025-10-09T12:31:28.9132054Z,1760013088913,ORD-6900,169,168.95,,,,1,,,,ORD-6900,Buy,BUY,Market,ACK,,8,169,,1,,HARNESS,DESKTOP-584MV4B,ORD-6900,2025-10-09T12:31:28.9054324Z,2025-10-09T12:31:28.9132054Z,
FILL,2025-10-09T12:31:28.9150002Z,1760013088915,ORD-6900,169,168.95,169.0005,,,1,1,0.0004999999999881766,filled,ORD-6900,Buy,BUY,Market,FILL,filled,10,169,169.0005,1,1,HARNESS,DESKTOP-584MV4B,ORD-6900,2025-10-09T12:31:28.9054324Z,2025-10-09T12:31:28.9132054Z,2025-10-09T12:31:28.9150002Z
REQUEST,2025-10-09T12:31:29.1569714Z,1760013089156,ORD-6915,169.15,,,,,1,,,,ORD-6915,Sell,SELL,Market,REQUEST,,,169.15,,1,,HARNESS,DESKTOP-584MV4B,ORD-6915,2025-10-09T12:31:29.1569714Z,,
ACK,2025-10-09T12:31:29.1693912Z,1760013089169,ORD-6915,169.15,,,,,1,,,,ORD-6915,Sell,SELL,Market,ACK,,13,169.15,,1,,HARNESS,DESKTOP-584MV4B,ORD-6915,2025-10-09T12:31:29.1569714Z,2025-10-09T12:31:29.1693912Z,
FILL,2025-10-09T12:31:29.1711637Z,1760013089171,ORD-6915,169.15,,169.14950000000002,,,1,1,-0.0004999999999881766,filled,ORD-6915,Sell,SELL,Market,FILL,filled,15,169.15,169.14950000000002,1,1,HARNESS,DESKTOP-584MV4B,ORD-6915,2025-10-09T12:31:29.1569714Z,2025-10-09T12:31:29.1693912Z,2025-10-09T12:31:29.1711637Z
REQUEST,2025-10-09T12:31:29.4056444Z,1760013089405,ORD-6930,169.3,169.25,,,,1,,,,ORD-6930,Buy,BUY,Market,REQUEST,,,169.3,,1,,HARNESS,DESKTOP-584MV4B,ORD-6930,2025-10-09T12:31:29.4056444Z,,
ACK,2025-10-09T12:31:29.4073479Z,1760013089407,ORD-6930,169.3,169.25,,,,1,,,,ORD-6930,Buy,BUY,Market,ACK,,2,169.3,,1,,HARNESS,DESKTOP-584MV4B,ORD-6930,2025-10-09T12:31:29.4056444Z,2025-10-09T12:31:29.4073479Z,
FILL,2025-10-09T12:31:29.4083964Z,1760013089408,ORD-6930,169.3,169.25,169.3005,,,1,1,0.0004999999999881766,filled,ORD-6930,Buy,BUY,Market,FILL,filled,3,169.3,169.3005,1,1,HARNESS,DESKTOP-584MV4B,ORD-6930,2025-10-09T12:31:29.4056444Z,2025-10-09T12:31:29.4073479Z,2025-10-09T12:31:29.4083964Z
REQUEST,2025-10-09T12:31:29.6412234Z,1760013089641,ORD-6945,169.45,,,,,1,,,,ORD-6945,Sell,SELL,Market,REQUEST,,,169.45,,1,,HARNESS,DESKTOP-584MV4B,ORD-6945,2025-10-09T12:31:29.6412234Z,,
ACK,2025-10-09T12:31:29.6419890Z,1760013089641,ORD-6945,169.45,,,,,1,,,,ORD-6945,Sell,SELL,Market,ACK,,0,169.45,,1,,HARNESS,DESKTOP-584MV4B,ORD-6945,2025-10-09T12:31:29.6412234Z,2025-10-09T12:31:29.6419890Z,
FILL,2025-10-09T12:31:29.6426638Z,1760013089642,ORD-6945,169.45,,169.4495,,,1,1,-0.0004999999999881766,filled,ORD-6945,Sell,SELL,Market,FILL,filled,1,169.45,169.4495,1,1,HARNESS,DESKTOP-584MV4B,ORD-6945,2025-10-09T12:31:29.6412234Z,2025-10-09T12:31:29.6419890Z,2025-10-09T12:31:29.6426638Z
REQUEST,2025-10-09T12:31:29.9055306Z,1760013089905,ORD-6960,169.60000000000002,169.55,,,,1,,,,ORD-6960,Buy,BUY,Market,REQUEST,,,169.60000000000002,,1,,HARNESS,DESKTOP-584MV4B,ORD-6960,2025-10-09T12:31:29.9055306Z,,
ACK,2025-10-09T12:31:29.9065386Z,1760013089906,ORD-6960,169.60000000000002,169.55,,,,1,,,,ORD-6960,Buy,BUY,Market,ACK,,1,169.60000000000002,,1,,HARNESS,DESKTOP-584MV4B,ORD-6960,2025-10-09T12:31:29.9055306Z,2025-10-09T12:31:29.9065386Z,
FILL,2025-10-09T12:31:29.9072096Z,1760013089907,ORD-6960,169.60000000000002,169.55,169.6005,,,1,1,0.0004999999999881766,filled,ORD-6960,Buy,BUY,Market,FILL,filled,2,169.60000000000002,169.6005,1,1,HARNESS,DESKTOP-584MV4B,ORD-6960,2025-10-09T12:31:29.9055306Z,2025-10-09T12:31:29.9065386Z,2025-10-09T12:31:29.9072096Z
REQUEST,2025-10-09T12:31:30.1560249Z,1760013090156,ORD-6975,169.75,,,,,1,,,,ORD-6975,Sell,SELL,Market,REQUEST,,,169.75,,1,,HARNESS,DESKTOP-584MV4B,ORD-6975,2025-10-09T12:31:30.1560249Z,,
ACK,2025-10-09T12:31:30.1642371Z,1760013090164,ORD-6975,169.75,,,,,1,,,,ORD-6975,Sell,SELL,Market,ACK,,8,169.75,,1,,HARNESS,DESKTOP-584MV4B,ORD-6975,2025-10-09T12:31:30.1560249Z,2025-10-09T12:31:30.1642371Z,
FILL,2025-10-09T12:31:30.1660084Z,1760013090166,ORD-6975,169.75,,169.7495,,,1,1,-0.0004999999999881766,filled,ORD-6975,Sell,SELL,Market,FILL,filled,10,169.75,169.7495,1,1,HARNESS,DESKTOP-584MV4B,ORD-6975,2025-10-09T12:31:30.1560249Z,2025-10-09T12:31:30.1642371Z,2025-10-09T12:31:30.1660084Z
REQUEST,2025-10-09T12:31:30.4068751Z,1760013090406,ORD-6990,169.9,169.85,,,,1,,,,ORD-6990,Buy,BUY,Market,REQUEST,,,169.9,,1,,HARNESS,DESKTOP-584MV4B,ORD-6990,2025-10-09T12:31:30.4068751Z,,
ACK,2025-10-09T12:31:30.4081738Z,1760013090408,ORD-6990,169.9,169.85,,,,1,,,,ORD-6990,Buy,BUY,Market,ACK,,2,169.9,,1,,HARNESS,DESKTOP-584MV4B,ORD-6990,2025-10-09T12:31:30.4068751Z,2025-10-09T12:31:30.4081738Z,
FILL,2025-10-09T12:31:30.4092426Z,1760013090409,ORD-6990,169.9,169.85,169.9005,,,1,1,0.0004999999999881766,filled,ORD-6990,Buy,BUY,Market,FILL,filled,3,169.9,169.9005,1,1,HARNESS,DESKTOP-584MV4B,ORD-6990,2025-10-09T12:31:30.4068751Z,2025-10-09T12:31:30.4081738Z,2025-10-09T12:31:30.4092426Z
REQUEST,2025-10-09T12:31:30.6870573Z,1760013090687,ORD-7005,170.05,,,,,1,,,,ORD-7005,Sell,SELL,Market,REQUEST,,,170.05,,1,,HARNESS,DESKTOP-584MV4B,ORD-7005,2025-10-09T12:31:30.6870573Z,,
ACK,2025-10-09T12:31:30.6934496Z,1760013090693,ORD-7005,170.05,,,,,1,,,,ORD-7005,Sell,SELL,Market,ACK,,6,170.05,,1,,HARNESS,DESKTOP-584MV4B,ORD-7005,2025-10-09T12:31:30.6870573Z,2025-10-09T12:31:30.6934496Z,
