trade_id,entry_order_id,exit_order_id,open_time_iso,close_time_iso,side,size,open_price,close_price,pnl_in_account_currency,fee,notes
R-156,ORD-5070,ORD-5235,2025-08-24T05:36:01.9408425Z,2025-08-24T05:36:04.8865496Z,BUY-SELL,1,150.7,152.35,1.6500000000000057,0,reconstructed
R-157,ORD-5100,ORD-5295,2025-08-24T05:36:02.4951315Z,2025-08-24T05:36:05.9513698Z,BUY-SELL,1,151,152.95,1.9499999999999886,0,reconstructed
R-158,ORD-5130,ORD-5355,2025-08-24T05:36:03.0104418Z,2025-08-24T05:36:07.0070032Z,BUY-SELL,1,151.3,153.55,2.25,0,reconstructed
R-159,ORD-5160,ORD-5385,2025-08-24T05:36:03.5477623Z,2025-08-24T05:36:07.5562992Z,BUY-SELL,1,151.6,153.85,2.25,0,reconstructed
R-160,ORD-5190,ORD-5415,2025-08-24T05:36:04.0766371Z,2025-08-24T05:36:08.0931575Z,BUY-SELL,1,151.9,154.15,2.25,0,reconstructed
R-161,ORD-5220,ORD-5445,2025-08-24T05:36:04.6268630Z,2025-08-24T05:36:08.6252250Z,BUY-SELL,1,152.2,154.45,2.25,0,reconstructed
R-162,ORD-5250,ORD-5475,2025-08-24T05:36:05.1631910Z,2025-08-24T05:36:09.1608918Z,BUY-SELL,1,152.5,154.75,2.25,0,reconstructed
R-163,ORD-5310,ORD-5505,2025-08-24T05:36:06.2055491Z,2025-08-24T05:36:09.6683271Z,BUY-SELL,1,153.1,155.05,1.950000000000017,0,reconstructed
R-164,ORD-5340,ORD-5535,2025-08-24T05:36:06.7599769Z,2025-08-24T05:36:10.2001553Z,BUY-SELL,1,153.4,155.35,1.9499999999999886,0,reconstructed
R-165,ORD-5370,ORD-5565,2025-08-24T05:36:07.2937442Z,2025-08-24T05:36:10.7365946Z,BUY-SELL,1,153.7,155.65,1.950000000000017,0,reconstructed
R-166,ORD-5400,ORD-5595,2025-08-24T05:36:07.8283146Z,2025-08-24T05:36:11.2704963Z,BUY-SELL,1,154,155.95,1.9499999999999886,0,reconstructed
R-167,ORD-5430,ORD-5625,2025-08-24T05:36:08.3558464Z,2025-08-24T05:36:11.8189570Z,BUY-SELL,1,154.3,156.25,1.9499999999999886,0,reconstructed
R-168,ORD-5520,ORD-5685,2025-08-24T05:36:09.9333299Z,2025-08-24T05:36:12.8665428Z,BUY-SELL,1,155.2,156.85,1.6500000000000057,0,reconstructed
R-169,ORD-5550,ORD-5715,2025-08-24T05:36:10.4666296Z,2025-08-24T05:36:13.4175751Z,BUY-SELL,1,155.5,157.15,1.6500000000000057,0,reconstructed
R-170,ORD-5580,ORD-5745,2025-08-24T05:36:10.9928569Z,2025-08-24T05:36:13.9424938Z,BUY-SELL,1,155.8,157.45,1.6499999999999773,0,reconstructed
R-171,ORD-5610,ORD-5775,2025-08-24T05:36:11.5451662Z,2025-08-24T05:36:14.5036802Z,BUY-SELL,1,156.1,157.75,1.6500000000000057,0,reconstructed
R-172,ORD-5640,ORD-5805,2025-08-24T05:36:12.0778673Z,2025-08-24T05:36:15.0260834Z,BUY-SELL,1,156.4,158.05,1.6500000000000057,0,reconstructed
R-173,ORD-5670,ORD-5835,2025-08-24T05:36:12.6122411Z,2025-08-24T05:36:15.5934952Z,BUY-SELL,1,156.7,158.35,1.6500000000000057,0,reconstructed
R-174,ORD-5700,ORD-5865,2025-08-24T05:36:13.1459679Z,2025-08-24T05:36:16.1441799Z,BUY-SELL,1,157,158.65,1.6500000000000057,0,reconstructed
R-175,ORD-5730,ORD-5895,2025-08-24T05:36:13.6760901Z,2025-08-24T05:36:16.6904943Z,BUY-SELL,1,157.3,158.95,1.6499999999999773,0,reconstructed
R-176,ORD-5760,ORD-5925,2025-08-24T05:36:14.2264095Z,2025-08-24T05:36:17.1868150Z,BUY-SELL,1,157.6,159.25,1.6500000000000057,0,reconstructed
R-177,ORD-5790,ORD-5955,2025-08-24T05:36:14.7815785Z,2025-08-24T05:36:17.6983121Z,BUY-SELL,1,157.9,159.55,1.6500000000000057,0,reconstructed
R-178,ORD-5820,ORD-5985,2025-08-24T05:36:15.3176838Z,2025-08-24T05:36:18.2455546Z,BUY-SELL,1,158.2,159.85,1.6500000000000057,0,reconstructed
R-179,ORD-5850,ORD-6015,2025-08-24T05:36:15.8731341Z,2025-08-24T05:36:18.7882322Z,BUY-SELL,1,158.5,160.15,1.6500000000000057,0,reconstructed
R-180,ORD-5880,ORD-6045,2025-08-24T05:36:16.4215985Z,2025-08-24T05:36:19.3318949Z,BUY-SELL,1,158.8,160.45,1.6499999999999773,0,reconstructed
R-181,ORD-5940,ORD-6075,2025-08-24T05:36:17.4589717Z,2025-08-24T05:36:19.8792419Z,BUY-SELL,1,159.4,160.75,1.3499999999999943,0,reconstructed
R-182,ORD-5970,ORD-6135,2025-08-24T05:36:17.9765037Z,2025-08-24T05:36:20.9460579Z,BUY-SELL,1,159.7,161.35,1.6500000000000057,0,reconstructed
R-183,ORD-6000,ORD-6195,2025-08-24T05:36:18.5172580Z,2025-08-24T05:36:22.0267372Z,BUY-SELL,1,160,161.95,1.9499999999999886,0,reconstructed
R-184,ORD-6060,ORD-6255,2025-08-24T05:36:19.6135748Z,2025-08-24T05:36:23.1185230Z,BUY-SELL,1,160.6,162.55,1.950000000000017,0,reconstructed
R-185,ORD-6090,ORD-6285,2025-08-24T05:36:20.1641632Z,2025-08-24T05:36:23.6552693Z,BUY-SELL,1,160.9,162.85,1.9499999999999886,0,reconstructed
R-186,ORD-6120,ORD-6345,2025-08-24T05:36:20.6908776Z,2025-08-24T05:36:24.7279848Z,BUY-SELL,1,161.2,163.45,2.25,0,reconstructed
R-187,ORD-6150,ORD-6375,2025-08-24T05:36:21.2301932Z,2025-08-24T05:36:25.2770251Z,BUY-SELL,1,161.5,163.75,2.25,0,reconstructed
R-188,ORD-6180,ORD-6405,2025-08-24T05:36:21.7557174Z,2025-08-24T05:36:25.8249161Z,BUY-SELL,1,161.8,164.05,2.25,0,reconstructed
R-189,ORD-6210,ORD-6465,2025-08-24T05:36:22.3122833Z,2025-08-24T05:36:26.9000790Z,BUY-SELL,1,162.1,164.65,2.5500000000000114,0,reconstructed
R-190,ORD-6240,ORD-6525,2025-08-24T05:36:22.8440479Z,2025-08-24T05:36:27.9444369Z,BUY-SELL,1,162.4,165.25,2.8499999999999943,0,reconstructed
R-191,ORD-6270,ORD-6555,2025-08-24T05:36:23.3850583Z,2025-08-24T05:36:28.4924653Z,BUY-SELL,1,162.7,165.55,2.8500000000000227,0,reconstructed
R-192,ORD-6300,ORD-6585,2025-08-24T05:36:23.9262493Z,2025-08-24T05:36:29.0298605Z,BUY-SELL,1,163,165.85,2.8499999999999943,0,reconstructed
R-193,ORD-6360,ORD-6615,2025-08-24T05:36:25.0072175Z,2025-08-24T05:36:29.5880665Z,BUY-SELL,1,163.6,166.15,2.5500000000000114,0,reconstructed
R-194,ORD-6390,ORD-6645,2025-08-24T05:36:25.5523864Z,2025-08-24T05:36:30.1391450Z,BUY-SELL,1,163.9,166.45,2.549999999999983,0,reconstructed
R-195,ORD-6420,ORD-6675,2025-08-24T05:36:26.1035237Z,2025-08-24T05:36:30.6882531Z,BUY-SELL,1,164.2,166.75,2.5500000000000114,0,reconstructed
R-196,ORD-6450,ORD-6705,2025-08-24T05:36:26.6407988Z,2025-08-24T05:36:31.2213915Z,BUY-SELL,1,164.5,167.05,2.5500000000000114,0,reconstructed
R-197,ORD-6480,ORD-6765,2025-08-24T05:36:27.1776707Z,2025-08-24T05:36:32.2781826Z,BUY-SELL,1,164.8,167.65,2.8499999999999943,0,reconstructed
R-198,ORD-6510,ORD-6795,2025-08-24T05:36:27.6809606Z,2025-08-24T05:36:32.7883668Z,BUY-SELL,1,165.1,167.95,2.8499999999999943,0,reconstructed
R-199,ORD-6540,ORD-6825,2025-08-24T05:36:28.2308022Z,2025-08-24T05:36:33.3530829Z,BUY-SELL,1,165.4,168.25,2.8499999999999943,0,reconstructed
R-200,ORD-6570,ORD-6855,2025-08-24T05:36:28.7578431Z,2025-08-24T05:36:33.8988819Z,BUY-SELL,1,165.7,168.55,2.8500000000000227,0,reconstructed
R-201,ORD-6600,ORD-6885,2025-08-24T05:36:29.3157050Z,2025-08-24T05:36:34.4345632Z,BUY-SELL,1,166,168.85000000000002,2.8500000000000227,0,reconstructed
R-202,ORD-6630,ORD-6915,2025-08-24T05:36:29.8669050Z,2025-08-24T05:36:34.9931906Z,BUY-SELL,1,166.3,169.15,2.8499999999999943,0,reconstructed
R-203,ORD-6660,ORD-6945,2025-08-24T05:36:30.4179476Z,2025-08-24T05:36:35.4970012Z,BUY-SELL,1,166.6,169.45,2.8499999999999943,0,reconstructed
R-204,ORD-6720,ORD-6975,2025-08-24T05:36:31.4714807Z,2025-08-24T05:36:36.0387218Z,BUY-SELL,1,167.2,169.75,2.5500000000000114,0,reconstructed
R-205,ORD-6750,ORD-7005,2025-08-24T05:36:32.0148077Z,2025-08-24T05:36:36.5762564Z,BUY-SELL,1,167.5,170.05,2.5500000000000114,0,reconstructed
R-206,ORD-6780,ORD-7035,2025-08-24T05:36:32.5486539Z,2025-08-24T05:36:37.0799897Z,BUY-SELL,1,167.8,170.35000000000002,2.5500000000000114,0,reconstructed
R-207,ORD-6810,ORD-7065,2025-08-24T05:36:33.0824702Z,2025-08-24T05:36:37.6422804Z,BUY-SELL,1,168.1,170.65,2.5500000000000114,0,reconstructed
R-208,ORD-6900,ORD-7095,2025-08-24T05:36:34.7207912Z,2025-08-24T05:36:38.1698809Z,BUY-SELL,1,169,170.95,1.9499999999999886,0,reconstructed
R-209,ORD-6930,ORD-7125,2025-08-24T05:36:35.2604281Z,2025-08-24T05:36:38.7084851Z,BUY-SELL,1,169.3,171.25,1.9499999999999886,0,reconstructed
R-210,ORD-6960,ORD-7155,2025-08-24T05:36:35.7703633Z,2025-08-24T05:36:39.2543073Z,BUY-SELL,1,169.60000000000002,171.55,1.9499999999999886,0,reconstructed
R-211,ORD-6990,ORD-7185,2025-08-24T05:36:36.3128391Z,2025-08-24T05:36:39.7665636Z,BUY-SELL,1,169.9,171.85000000000002,1.950000000000017,0,reconstructed
R-212,ORD-7020,ORD-7215,2025-08-24T05:36:36.8227429Z,2025-08-24T05:36:40.3242316Z,BUY-SELL,1,170.2,172.15,1.950000000000017,0,reconstructed
R-213,ORD-7050,ORD-7245,2025-08-24T05:36:37.3613591Z,2025-08-24T05:36:40.8606748Z,BUY-SELL,1,170.5,172.45,1.9499999999999886,0,reconstructed
R-214,ORD-7080,ORD-7275,2025-08-24T05:36:37.9199990Z,2025-08-24T05:36:41.4273149Z,BUY-SELL,1,170.8,172.75,1.9499999999999886,0,reconstructed
R-215,ORD-7110,ORD-7305,2025-08-24T05:36:38.4202455Z,2025-08-24T05:36:41.9772736Z,BUY-SELL,1,171.10000000000002,173.05,1.9499999999999886,0,reconstructed
R-216,ORD-7140,ORD-7335,2025-08-24T05:36:38.9861036Z,2025-08-24T05:36:42.5166687Z,BUY-SELL,1,171.4,173.35000000000002,1.950000000000017,0,reconstructed
R-217,ORD-7170,ORD-7365,2025-08-24T05:36:39.5040794Z,2025-08-24T05:36:43.0815995Z,BUY-SELL,1,171.7,173.65,1.950000000000017,0,reconstructed
R-218,ORD-7200,ORD-7395,2025-08-24T05:36:40.0546184Z,2025-08-24T05:36:43.6010216Z,BUY-SELL,1,172,173.95,1.9499999999999886,0,reconstructed
R-219,ORD-7230,ORD-7425,2025-08-24T05:36:40.6028491Z,2025-08-24T05:36:44.1508667Z,BUY-SELL,1,172.3,174.25,1.9499999999999886,0,reconstructed
R-220,ORD-7260,ORD-7455,2025-08-24T05:36:41.1476197Z,2025-08-24T05:36:44.6914832Z,BUY-SELL,1,172.60000000000002,174.55,1.9499999999999886,0,reconstructed
R-221,ORD-7290,ORD-7485,2025-08-24T05:36:41.7068804Z,2025-08-24T05:36:45.2222154Z,BUY-SELL,1,172.9,174.85000000000002,1.950000000000017,0,reconstructed
R-222,ORD-7320,ORD-7515,2025-08-24T05:36:42.2533092Z,2025-08-24T05:36:45.7613161Z,BUY-SELL,1,173.2,175.15,1.950000000000017,0,reconstructed
R-223,ORD-7350,ORD-7545,2025-08-24T05:36:42.8033609Z,2025-08-24T05:36:46.3101058Z,BUY-SELL,1,173.5,175.45,1.9499999999999886,0,reconstructed
R-224,ORD-7380,ORD-7575,2025-08-24T05:36:43.3495680Z,2025-08-24T05:36:46.8519433Z,BUY-SELL,1,173.8,175.75,1.9499999999999886,0,reconstructed
R-225,ORD-7440,ORD-7635,2025-08-24T05:36:44.4227108Z,2025-08-24T05:36:47.9336822Z,BUY-SELL,1,174.4,176.35000000000002,1.950000000000017,0,reconstructed
R-226,ORD-7470,ORD-7665,2025-08-24T05:36:44.9523000Z,2025-08-24T05:36:48.4511882Z,BUY-SELL,1,174.7,176.65,1.950000000000017,0,reconstructed
R-227,ORD-7500,ORD-7695,2025-08-24T05:36:45.4882278Z,2025-08-24T05:36:48.9893454Z,BUY-SELL,1,175,176.95,1.9499999999999886,0,reconstructed
R-228,ORD-7560,ORD-7725,2025-08-24T05:36:46.5852270Z,2025-08-24T05:36:49.5197116Z,BUY-SELL,1,175.60000000000002,177.25,1.6499999999999773,0,reconstructed
R-229,ORD-7590,ORD-7755,2025-08-24T05:36:47.1328815Z,2025-08-24T05:36:50.0750283Z,BUY-SELL,1,175.9,177.55,1.6500000000000057,0,reconstructed
R-230,ORD-7620,ORD-7785,2025-08-24T05:36:47.6626297Z,2025-08-24T05:36:50.6366572Z,BUY-SELL,1,176.2,177.85000000000002,1.650000000000034,0,reconstructed
R-231,ORD-7650,ORD-7845,2025-08-24T05:36:48.2179411Z,2025-08-24T05:36:51.7007767Z,BUY-SELL,1,176.5,178.45,1.9499999999999886,0,reconstructed
R-232,ORD-7680,ORD-7875,2025-08-24T05:36:48.7355196Z,2025-08-24T05:36:52.2626449Z,BUY-SELL,1,176.8,178.75,1.9499999999999886,0,reconstructed
R-233,ORD-7740,ORD-7905,2025-08-24T05:36:49.8000999Z,2025-08-24T05:36:52.8139766Z,BUY-SELL,1,177.4,179.05,1.6500000000000057,0,reconstructed
R-234,ORD-7770,ORD-7935,2025-08-24T05:36:50.3548171Z,2025-08-24T05:36:53.3532131Z,BUY-SELL,1,177.7,179.35000000000002,1.650000000000034,0,reconstructed
R-235,ORD-7800,ORD-7965,2025-08-24T05:36:50.9020295Z,2025-08-24T05:36:53.8982506Z,BUY-SELL,1,178,179.65,1.6500000000000057,0,reconstructed
R-236,ORD-7830,ORD-7995,2025-08-24T05:36:51.4513786Z,2025-08-24T05:36:54.4468957Z,BUY-SELL,1,178.3,179.95,1.6499999999999773,0,reconstructed
R-237,ORD-7860,ORD-8025,2025-08-24T05:36:51.9942592Z,2025-08-24T05:36:54.9940739Z,BUY-SELL,1,178.60000000000002,180.25,1.6499999999999773,0,reconstructed
R-238,ORD-7890,ORD-8055,2025-08-24T05:36:52.5421245Z,2025-08-24T05:36:55.5115485Z,BUY-SELL,1,178.9,180.55,1.6500000000000057,0,reconstructed
R-239,ORD-7920,ORD-8085,2025-08-24T05:36:53.0917959Z,2025-08-24T05:36:56.0631796Z,BUY-SELL,1,179.2,180.85000000000002,1.650000000000034,0,reconstructed
R-240,ORD-7950,ORD-8115,2025-08-24T05:36:53.6375882Z,2025-08-24T05:36:56.5990926Z,BUY-SELL,1,179.5,181.15,1.6500000000000057,0,reconstructed
R-241,ORD-7980,ORD-8145,2025-08-24T05:36:54.1851389Z,2025-08-24T05:36:57.1485355Z,BUY-SELL,1,179.8,181.45,1.6499999999999773,0,reconstructed
R-242,ORD-8010,ORD-8175,2025-08-24T05:36:54.7341648Z,2025-08-24T05:36:57.6928051Z,BUY-SELL,1,180.10000000000002,181.75,1.6499999999999773,0,reconstructed
R-243,ORD-8040,ORD-8205,2025-08-24T05:36:55.2469782Z,2025-08-24T05:36:58.2407618Z,BUY-SELL,1,180.4,182.05,1.6500000000000057,0,reconstructed
R-244,ORD-8070,ORD-8235,2025-08-24T05:36:55.7986787Z,2025-08-24T05:36:58.7904213Z,BUY-SELL,1,180.7,182.35000000000002,1.650000000000034,0,reconstructed
R-245,ORD-8100,ORD-8265,2025-08-24T05:36:56.3369417Z,2025-08-24T05:36:59.3354305Z,BUY-SELL,1,181,182.65,1.6500000000000057,0,reconstructed
R-246,ORD-8130,ORD-8295,2025-08-24T05:36:56.8745447Z,2025-08-24T05:36:59.8759597Z,BUY-SELL,1,181.3,182.95,1.6499999999999773,0,reconstructed
R-247,ORD-8160,ORD-8325,2025-08-24T05:36:57.4234714Z,2025-08-24T05:37:00.4175402Z,BUY-SELL,1,181.60000000000002,183.25,1.6499999999999773,0,reconstructed
R-248,ORD-8190,ORD-8355,2025-08-24T05:36:57.9716561Z,2025-08-24T05:37:00.9562704Z,BUY-SELL,1,181.9,183.55,1.6500000000000057,0,reconstructed
R-249,ORD-8220,ORD-8385,2025-08-24T05:36:58.5023392Z,2025-08-24T05:37:01.5189696Z,BUY-SELL,1,182.2,183.85000000000002,1.650000000000034,0,reconstructed
R-250,ORD-8250,ORD-8415,2025-08-24T05:36:59.0564134Z,2025-08-24T05:37:02.0773883Z,BUY-SELL,1,182.5,184.15,1.6500000000000057,0,reconstructed
R-251,ORD-8310,ORD-8445,2025-08-24T05:37:00.1628866Z,2025-08-24T05:37:02.6249874Z,BUY-SELL,1,183.10000000000002,184.45,1.349999999999966,0,reconstructed
R-252,ORD-8370,ORD-8475,2025-08-24T05:37:01.2428193Z,2025-08-24T05:37:03.1583229Z,BUY-SELL,1,183.7,184.75,1.0500000000000114,0,reconstructed
R-253,ORD-8400,ORD-8505,2025-08-24T05:37:01.8034956Z,2025-08-24T05:37:03.7031964Z,BUY-SELL,1,184,185.05,1.0500000000000114,0,reconstructed
R-254,ORD-8430,ORD-8535,2025-08-24T05:37:02.3552842Z,2025-08-24T05:37:04.2437530Z,BUY-SELL,1,184.3,185.35000000000002,1.0500000000000114,0,reconstructed
R-255,ORD-8460,ORD-8565,2025-08-24T05:37:02.8878054Z,2025-08-24T05:37:04.7825351Z,BUY-SELL,1,184.60000000000002,185.65,1.049999999999983,0,reconstructed
R-256,ORD-8490,ORD-8595,2025-08-24T05:37:03.4365812Z,2025-08-24T05:37:05.3250167Z,BUY-SELL,1,184.9,185.95,1.049999999999983,0,reconstructed
R-257,ORD-8520,ORD-8625,2025-08-24T05:37:03.9728144Z,2025-08-24T05:37:05.8257992Z,BUY-SELL,1,185.2,186.25,1.0500000000000114,0,reconstructed
R-258,ORD-8550,ORD-8655,2025-08-24T05:37:04.5175321Z,2025-08-24T05:37:06.3653697Z,BUY-SELL,1,185.5,186.55,1.0500000000000114,0,reconstructed
R-259,ORD-8580,ORD-8685,2025-08-24T05:37:05.0542713Z,2025-08-24T05:37:06.9139397Z,BUY-SELL,1,185.8,186.85000000000002,1.0500000000000114,0,reconstructed
R-260,ORD-8610,ORD-8715,2025-08-24T05:37:05.5897376Z,2025-08-24T05:37:07.4620925Z,BUY-SELL,1,186.10000000000002,187.15,1.049999999999983,0,reconstructed
R-261,ORD-8670,ORD-8745,2025-08-24T05:37:06.6397770Z,2025-08-24T05:37:08.0017486Z,BUY-SELL,1,186.7,187.45,0.75,0,reconstructed
R-262,ORD-8730,ORD-8775,2025-08-24T05:37:07.7396510Z,2025-08-24T05:37:08.5219802Z,BUY-SELL,1,187.3,187.75,0.44999999999998863,0,reconstructed
R-263,ORD-8760,ORD-8805,2025-08-24T05:37:08.2576871Z,2025-08-24T05:37:09.0522347Z,BUY-SELL,1,187.60000000000002,188.05,0.44999999999998863,0,reconstructed
R-264,ORD-8790,ORD-8835,2025-08-24T05:37:08.8052663Z,2025-08-24T05:37:09.5819265Z,BUY-SELL,1,187.9,188.35000000000002,0.45000000000001705,0,reconstructed
R-265,ORD-8820,ORD-8895,2025-08-24T05:37:09.3247670Z,2025-08-24T05:37:10.6674000Z,BUY-SELL,1,188.2,188.95,0.75,0,reconstructed
R-266,ORD-8850,ORD-8925,2025-08-24T05:37:09.8610442Z,2025-08-24T05:37:11.1961885Z,BUY-SELL,1,188.5,189.25,0.75,0,reconstructed
R-267,ORD-8880,ORD-8955,2025-08-24T05:37:10.4006886Z,2025-08-24T05:37:11.7356547Z,BUY-SELL,1,188.8,189.55,0.75,0,reconstructed
R-268,ORD-8910,ORD-8985,2025-08-24T05:37:10.9201622Z,2025-08-24T05:37:12.2779148Z,BUY-SELL,1,189.10000000000002,189.85000000000002,0.75,0,reconstructed
R-269,ORD-8940,ORD-9015,2025-08-24T05:37:11.4719992Z,2025-08-24T05:37:12.8154758Z,BUY-SELL,1,189.4,190.15,0.75,0,reconstructed
R-270,ORD-8970,ORD-9045,2025-08-24T05:37:12.0068739Z,2025-08-24T05:37:13.3247738Z,BUY-SELL,1,189.7,190.45,0.75,0,reconstructed
R-271,ORD-9000,ORD-9075,2025-08-24T05:37:12.5551438Z,2025-08-24T05:37:13.8262362Z,BUY-SELL,1,190,190.75,0.75,0,reconstructed
R-272,ORD-9030,ORD-9105,2025-08-24T05:37:13.0505801Z,2025-08-24T05:37:14.3551648Z,BUY-SELL,1,190.3,191.05,0.75,0,reconstructed
R-273,ORD-9090,ORD-9135,2025-08-24T05:37:14.0932443Z,2025-08-24T05:37:14.8860622Z,BUY-SELL,1,190.9,191.35000000000002,0.45000000000001705,0,reconstructed
R-274,ORD-9120,ORD-9165,2025-08-24T05:37:14.6275417Z,2025-08-24T05:37:15.4328168Z,BUY-SELL,1,191.2,191.65,0.45000000000001705,0,reconstructed
R-275,ORD-9150,ORD-9195,2025-08-24T05:37:15.1736176Z,2025-08-24T05:37:15.9617640Z,BUY-SELL,1,191.5,191.95,0.44999999999998863,0,reconstructed
R-276,ORD-9180,ORD-9225,2025-08-24T05:37:15.6965460Z,2025-08-24T05:37:16.4985888Z,BUY-SELL,1,191.8,192.25,0.44999999999998863,0,reconstructed
R-277,ORD-9210,ORD-9255,2025-08-24T05:37:16.2401683Z,2025-08-24T05:37:17.0278173Z,BUY-SELL,1,192.10000000000002,192.55,0.44999999999998863,0,reconstructed
R-278,ORD-9240,ORD-9285,2025-08-24T05:37:16.7763080Z,2025-08-24T05:37:17.5734978Z,BUY-SELL,1,192.4,192.85000000000002,0.45000000000001705,0,reconstructed
R-279,ORD-9300,ORD-9315,2025-08-24T05:37:17.8359135Z,2025-08-24T05:37:18.1041480Z,BUY-SELL,1,193,193.15,0.15000000000000568,0,reconstructed
R-280,ORD-9330,ORD-9345,2025-08-24T05:37:18.3767376Z,2025-08-24T05:37:18.6390791Z,BUY-SELL,1,193.3,193.45,0.14999999999997726,0,reconstructed
R-281,ORD-9360,ORD-9405,2025-08-24T05:37:18.9184364Z,2025-08-24T05:37:19.7005801Z,BUY-SELL,1,193.60000000000002,194.05,0.44999999999998863,0,reconstructed
R-282,ORD-9420,ORD-9435,2025-08-24T05:37:19.9874374Z,2025-08-24T05:37:20.2585689Z,BUY-SELL,1,194.2,194.35000000000002,0.1500000000000341,0,reconstructed
R-283,ORD-9450,ORD-9465,2025-08-24T05:37:20.5282821Z,2025-08-24T05:37:20.8044739Z,BUY-SELL,1,194.5,194.65,0.15000000000000568,0,reconstructed
R-284,ORD-9480,ORD-9495,2025-08-24T05:37:21.0781452Z,2025-08-24T05:37:21.3441692Z,BUY-SELL,1,194.8,194.95,0.14999999999997726,0,reconstructed
R-285,ORD-9510,ORD-9525,2025-08-24T05:37:21.6277175Z,2025-08-24T05:37:21.9048927Z,BUY-SELL,1,195.10000000000002,195.25,0.14999999999997726,0,reconstructed
R-286,ORD-9540,ORD-9555,2025-08-24T05:37:22.1847082Z,2025-08-24T05:37:22.4503349Z,BUY-SELL,1,195.4,195.55,0.15000000000000568,0,reconstructed
R-287,ORD-9570,ORD-9585,2025-08-24T05:37:22.7372012Z,2025-08-24T05:37:23.0004485Z,BUY-SELL,1,195.7,195.85000000000002,0.1500000000000341,0,reconstructed
R-288,ORD-9600,ORD-9615,2025-08-24T05:37:23.2547479Z,2025-08-24T05:37:23.5282344Z,BUY-SELL,1,196,196.15,0.15000000000000568,0,reconstructed
R-289,ORD-9630,ORD-9645,2025-08-24T05:37:23.8106505Z,2025-08-24T05:37:24.0312070Z,BUY-SELL,1,196.3,196.45,0.14999999999997726,0,reconstructed
R-290,ORD-9660,ORD-9675,2025-08-24T05:37:24.2858301Z,2025-08-24T05:37:24.5157681Z,BUY-SELL,1,196.60000000000002,196.75,0.14999999999997726,0,reconstructed
R-291,ORD-9690,ORD-9705,2025-08-24T05:37:24.7681226Z,2025-08-24T05:37:25.0442097Z,BUY-SELL,1,196.9,197.05,0.15000000000000568,0,reconstructed
R-292,ORD-9720,ORD-9735,2025-08-24T05:37:25.2882372Z,2025-08-24T05:37:25.5488621Z,BUY-SELL,1,197.2,197.35000000000002,0.1500000000000341,0,reconstructed
R-293,ORD-9750,ORD-9765,2025-08-24T05:37:25.8094632Z,2025-08-24T05:37:26.0867749Z,BUY-SELL,1,197.5,197.65,0.15000000000000568,0,reconstructed
R-294,ORD-9810,ORD-9795,2025-08-24T05:37:26.7854634Z,2025-08-24T05:37:26.5201982Z,BUY-SELL,1,198.10000000000002,197.95,-0.1500000000000341,0,reconstructed
R-295,ORD-9840,ORD-9825,2025-08-24T05:37:27.2981989Z,2025-08-24T05:37:27.0533339Z,BUY-SELL,1,198.4,198.25,-0.15000000000000568,0,reconstructed
R-296,ORD-9870,ORD-9855,2025-08-24T05:37:27.8440626Z,2025-08-24T05:37:27.5837073Z,BUY-SELL,1,198.7,198.55,-0.14999999999997726,0,reconstructed
R-297,ORD-9900,ORD-9885,2025-08-24T05:37:28.4051670Z,2025-08-24T05:37:28.1316788Z,BUY-SELL,1,199,198.85000000000002,-0.14999999999997726,0,reconstructed
R-298,ORD-9930,ORD-9945,2025-08-24T05:37:28.9328831Z,2025-08-24T05:37:29.1969929Z,BUY-SELL,1,199.3,199.45,0.14999999999997726,0,reconstructed
R-299,ORD-9960,ORD-9975,2025-08-24T05:37:29.4683652Z,2025-08-24T05:37:29.7413358Z,BUY-SELL,1,199.60000000000002,199.75,0.14999999999997726,0,reconstructed
R-300,ORD-9990,ORD-10005,2025-08-24T05:37:30.0190186Z,2025-08-24T05:37:30.2892756Z,BUY-SELL,1,199.9,200.05,0.15000000000000568,0,reconstructed
R-301,ORD-10020,ORD-10065,2025-08-24T05:37:30.5657792Z,2025-08-24T05:37:31.3596738Z,BUY-SELL,1,200.2,200.65,0.45000000000001705,0,reconstructed
R-302,ORD-10050,ORD-10095,2025-08-24T05:37:31.1187038Z,2025-08-24T05:37:31.9285887Z,BUY-SELL,1,200.5,200.95,0.44999999999998863,0,reconstructed
R-303,ORD-10080,ORD-10125,2025-08-24T05:37:31.6655837Z,2025-08-24T05:37:32.4751178Z,BUY-SELL,1,200.8,201.25,0.44999999999998863,0,reconstructed
R-304,ORD-10110,ORD-10155,2025-08-24T05:37:32.2189768Z,2025-08-24T05:37:32.9947737Z,BUY-SELL,1,201.10000000000002,201.55,0.44999999999998863,0,reconstructed
R-305,ORD-10140,ORD-10215,2025-08-24T05:37:32.7321343Z,2025-08-24T05:37:34.0733984Z,BUY-SELL,1,201.4,202.15,0.75,0,reconstructed
R-306,ORD-10170,ORD-10245,2025-08-24T05:37:33.2785194Z,2025-08-24T05:37:34.6197950Z,BUY-SELL,1,201.7,202.45,0.75,0,reconstructed
R-307,ORD-10200,ORD-10275,2025-08-24T05:37:33.8034750Z,2025-08-24T05:37:35.1601260Z,BUY-SELL,1,202,202.75,0.75,0,reconstructed
R-308,ORD-10230,ORD-10395,2025-08-24T05:37:34.3527269Z,2025-08-24T05:37:37.2993547Z,BUY-SELL,1,202.3,203.95,1.6499999999999773,0,reconstructed
